DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.18173/2354-1075.2020-0013,10.18173,2354-1075,journal-article,"Journal of Science, Hanoi National University of Education",Journal of Science Educational Science,2020/2/20,0,Developing quantitative literacy for 8th grade students by tasks with diversity and reality contexts,5.478995
10.32702/2307-2156-2020.1.35,10.32702,2307-2156,journal-article,DKS Center,Derzhavne upravlinnya: udoskonalennya ta rozvytok,2020/2/20,0,STRUCTURE AND CONTENT OF THE INFORMATION-ANALYTICAL SYSTEM OF PUBLIC ADMINISTRATION,4.4303546
10.25124/ijait.v3i01.2317,10.25124,2581-1223,journal-article,Telkom University,IJAIT (International Journal of Applied Information Technology),2020/2/21,0,Information Technology Disaster Recovery Plan (IT-DRP) Model-Based on NIST Framework in Indonesia,5.3682075
10.31620/jccc.12.19/03,10.31620,2395-7514,journal-article,Amity University Madhya Pradesh Gwalior,"Journal of Content, Community and Communication",2020/2/21,0,Workshops as a Methodological Intervention to Assess Media Literacy amongst Children with Special Reference to Learning through Cartoons in India,6.859384
10.31620/jccc.12.19/07,10.31620,2395-7514,journal-article,Amity University Madhya Pradesh Gwalior,"Journal of Content, Community and Communication",2020/2/21,0,A Critical Education for 21st Century: A Study on Youth and Media literacy,7.946987
10.31620/jccc.12.19/08,10.31620,2395-7514,journal-article,Amity University Madhya Pradesh Gwalior,"Journal of Content, Community and Communication",2020/2/21,0,"Development and Strengthening of Citizen Journalism in Internet-based
Information Sharing",4.4303546
10.35940/ijitee.b1006.1292s519,10.35940,2278-3075,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Innovative Technology and Exploring Engineering,2020/2/22,0,Information Extraction from Text using Text Mining,4.4303546
10.7575/aiac.ijels.v.8n.1p.1,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,English Language Learners’ and Native English-Speakers’ Spelling Growth after Supplemental Early Reading Instruction,6.859384
10.7575/aiac.ijels.v.8n.1p.14,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,The Relationship between Organizational Image and Organizational Citizenship Perception of Academicians,6.859384
10.7575/aiac.ijels.v.8n.1p.8,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Roaming Students’ Role as Text Analysts: An Analysis of Indonesian Tertiary EFL Students’ Review Paper,6.859384
10.7575/aiac.ijels.v.8n.1p.24,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Third Space Creative Pedagogies: Developing a Model of Shared CPDL for Teachers and Artists to Support Reading and Writing in the Primary Curricula of England and Wales,5.478995
10.7575/aiac.ijels.v.8n.1p.48,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Trends in Multicultural Education Research: A Five-Year Content Analysis of Turkish and ERIC Databases,6.859384
10.7575/aiac.ijels.v.8n.1p.32,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,"Gender, Research Approach, Type of Research, and Completion Period of the Minor Thesis (Skripsi)",5.478995
10.7575/aiac.ijels.v.8n.1p.61,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,The Effect of Using Drama in English Language Learning among Young Learners: A Case Study of 6th Grade Female Pupils in Sakaka City,5.478995
10.7575/aiac.ijels.v.8n.1p.74,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,The Hiring Process of Principals in Public Schools in the United Arab Emirates: Practices and Policies,6.859384
10.7575/aiac.ijels.v.8n.1p.95,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Students' Attitudes and Perceptions of Reading through Analysis of Their Paintings,6.859384
10.7575/aiac.ijels.v.8n.1p.109,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Analyzing the Frequency and Content of Read Aloud Articles Published in Selected Journals across the K-8 Curriculum,6.859384
10.7575/aiac.ijels.v.8n.1p.127,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,The Effect of Job Enabling English Proficiency Administration on Philippine Students’ English Language Skills,6.859384
10.7575/aiac.ijels.v.8n.1p.180,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,"Innovation, Recreation, Interpretation? A Case Study on the Origins and Implementation of Transversal Core Competencies in Finnish Basic Education Core Curriculum Reform 2016",6.859384
10.7575/aiac.ijels.v.8n.1p.167,10.7575,2202-9478,journal-article,Australian International Academic Centre,International Journal of Education and Literacy Studies,2020/2/22,0,Secondary School Students and their Families’ Attitudes toward Schooling in Nigeria,6.859384
10.22224/gistbok/2020.1.7,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/2/22,0,Visual Programming for GIS Applications,4.4303546
10.12962/j24068535.v18i1.a898,10.12962,2406-8535,journal-article,Lembaga Penelitian dan Pengabdian kepada Masyarakat ITS,JUTI: Jurnal Ilmiah Teknologi Informasi,2020/2/24,0,A MODEL AND IMPLEMENTATION OF ACADEMIC DATA INTEGRATION IN NEAR-REAL TIME USING MESSAGE-ORIENTED MIDDLEWARE TO SUPPORT ANALYSIS OF STUDENT PERFORMANCE IN THE INFORMATION TECHNOLOGY DEPARTMENT OF POLITEKNIK CALTEX RIAU,3.0544772
10.13189/csit.2020.080101,10.13189,2331-6063,journal-article,"Horizon Research Publishing Co., Ltd.",Computer Science and Information Technology,2020/2/24,0,Decision Support System for Multistore Online Sales Based on Priority Rules and Data Mining,3.8240283
10.13189/ujm.2020.080102,10.13189,2331-950X,journal-article,"Horizon Research Publishing Co., Ltd.",Universal Journal of Management,2020/2/24,0,Impact of Top Management Support on Accounting Information System: A Case of Enterprise Resource Planning (ERP) System,3.8240283
10.32702/2307-2105-2020.1.157,10.32702,2307-2105,journal-article,DKS Center,Efektyvna ekonomika,2020/2/26,0,QUALITY ASSESSMENT OF THE PRODUCTION OF STATISTICAL INFORMATION ON ADMINISTRATIVE OFFENSES,4.8986945
10.22224/gistbok/2020.1.8,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/2/26,0,Academic Developments of GIS&T in English-speaking countries:  A partial history,3.8240283
10.37765/ajmc.2020.42148,10.37765,1936-2692,journal-article,"Managed Care and Healthcare Communications, LLC",The American Journal of Managed Care,2020/2/27,0,Opt-in consent policies: potential barriers to hospital health information exchange,3.8240283
10.37765/ajmc.2020.42141,10.37765,1936-2692,journal-article,"Managed Care and Healthcare Communications, LLC",The American Journal of Managed Care,2020/2/27,0,Trust in provider care teams and health information technology–mediated communication,3.8240283
10.37765/ajmc.2020.42143,10.37765,1936-2692,journal-article,"Managed Care and Healthcare Communications, LLC",The American Journal of Managed Care,2020/2/27,0,Health information technology for ambulatory care in health systems,3.8240283
10.31098/ijeiece.v1i2.52,10.31098,2685-4074,journal-article,Research Synergy Foundation,International Journal of Emerging Issues in Early Childhood Education,2020/2/28,0,Exploring the Changes in Teaching Strategies Enabled by Information and Communication Technology,3.0544772
10.15294/ujph.v9i1.30866,10.15294,2548-7604,journal-article,Universitas Negeri Semarang,Unnes Journal of Public Health,2020/3/2,0,Design of Occupational Health and Safety Management Information System at Telogorejo Semarang Hospital,3.8240283
10.15294/ujph.v9i1.30876,10.15294,2548-7604,journal-article,Universitas Negeri Semarang,Unnes Journal of Public Health,2020/3/2,0,Design of Web-Based Planned Referral Information System from Public Health Centers to Hospital,3.8240283
10.22213/2410-9304-2019-4-48-52,10.22213,2410-9304,journal-article,Kalashnikov Izhevsk State Technical University,Intellekt. Sist. Proizv.,2020/3/4,0,Development of Structure of Intellectual Information Measuring and Control System of Control of Chlorine Dosing and Chloroform Content in Drinking Water,3.0544772
10.22213/2410-9304-2019-4-123-128,10.22213,2410-9304,journal-article,Kalashnikov Izhevsk State Technical University,Intellekt. Sist. Proizv.,2020/3/4,0,Realization of Information System for Calculating Heat Emission Intensity During Fires,3.8240283
10.25300/misq/2020/15092,10.25300,0276-7783,journal-article,MIS Quarterly,MIS Quarterly,2020/3/4,0,A Data Analytics Framework for Smart Asthma Management Based on Remote Health Information Systems with Bluetooth-Enabled Personal Inhalers,3.8240283
10.31289/jite.v3i2.3187,10.31289,2549-6255,journal-article,Universitas Medan Area,JOURNAL OF INFORMATICS AND TELECOMMUNICATION ENGINEERING,2020/3/5,0,Network Device Monitoring System based on Geographic Information System dan Simple Network Management Protocol,3.8240283
10.32447/20784643.20.2019.03,10.32447,2078-4643,journal-article,Lviv State University of Life Safety,Bulletin of Lviv State University of Life Safety,2020/3/5,0,FEATURES OF HIDING INFORMATION IN IMAGES WITH USING THE LEAST SIGNIFICANT BIT,3.8240283
10.32447/20784643.20.2019.02,10.32447,2078-4643,journal-article,Lviv State University of Life Safety,Bulletin of Lviv State University of Life Safety,2020/3/5,0,USING A CRYPTO-STEGANOGRAPHIC APPROACH TO SOLVE INFORMATION SECURITY PROBLEMS,3.8240283
10.20546/ijcmas.2020.901.287,10.20546,2319-7692,journal-article,Excellent Publishers,International Journal of Current Microbiology and Applied Sciences,2020/3/10,0,ICTs Using Pattern of Women Farmers for Agricultural Information,3.8240283
10.20473/jn.v14i3.17030,10.20473,2502-5791,journal-article,Universitas Airlangga,Jurnal Ners,2020/3/11,0,Information Technology-based Interventions for Health Care Support in Patients with Chronic Kidney Disease: A Systematic Review,3.8240283
10.14251/crisisonomy.2020.16.1.153,10.14251,2466-1198,journal-article,Crisis and Emergency Management: Theory and Praxis,Crisis and Emergency Management: Theory and Praxis,2020/3/12,0,A Study on the Establishment of Intelligent National Crisis Management System in the Intelligent Information Society,3.0544772
10.31838/jcr.07.03.71,10.31838,2394-5125,journal-article,SynthesisHub Advance Scientific Research,Journal of critical reviews,2020/3/16,0,APPLICATION OF INFORMATION TECHNOLOGIES IN THE SPHERE OF THE RIGHT REALIZATION TO THE RESULTS OF INTELLECTUAL ACTIVITY IN THE CONDITIONS OF DIGITALIZATION,3.8240283
10.31838/jcr.07.03.96,10.31838,2394-5125,journal-article,SynthesisHub Advance Scientific Research,Journal of critical reviews,2020/3/16,0,EXAMINING INFORMATION ACCURACY ON SOCIAL MEDIA: EMPIRICAL EVIDENT FROM UNITED ARAB EMIRATES (UAE),4.4303546
10.31838/jcr.07.03.101,10.31838,2394-5125,journal-article,SynthesisHub Advance Scientific Research,Journal of critical reviews,2020/3/16,0,THE USE OF SUPPLY CHAIN MANAGEMENT (SCM) TO FACILITATE EFFECTIVE BUILDING INFORMATION MODELLING (BIM) ADOPTION,4.4303546
10.31733/2078-3566-2019-5-282-286,10.31733,2078-3566,journal-article,The Dnipropetrovsk State University of Internal Affairs,Naukovyy Visnyk Dnipropetrovs'kogo Derzhavnogo Universytetu Vnutrishnikh Sprav,2020/3/17,0,Olena Marchenko. Communicative strategies for the development of the educational space in the context of becoming an information society,3.8240283
10.31733/2078-3566-2019-5-302-306,10.31733,2078-3566,journal-article,The Dnipropetrovsk State University of Internal Affairs,Naukovyy Visnyk Dnipropetrovs'kogo Derzhavnogo Universytetu Vnutrishnikh Sprav,2020/3/17,0,"Ganna Dekusar, Olena Dyshkant, Viktoria Dehtyar. Use of information technologies as a means of increasing motivation  when learning foreign language in non-linguistic higher education institutions",3.0544772
10.33564/ijeast.2020.v04i09.033,10.33564,2455-2143,journal-article,IJEAST,International Journal of Engineering Applied Sciences and Technology,2020/3/18,0,"CLASSIFICATION OF SPECIES OF EBOLA- VIRUS, BASED ON THE PHYSICO-CHEMICAL- PROPERTIES, CONSERVED AMINO-ACIDS, GENE-STRUCTURAL INFORMATION AND INTERPRETING ITS SIGNIFICANCE",3.0544772
10.22224/gistbok/2020.1.10,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/3/18,0,Location and Service Area Problems,4.4303546
10.14445/22312803/ijctt-v68i1p108,10.14445,2231-2803,journal-article,Seventh Sense Research Group Journals,International Journal of Computer Trends and Technology,2020/3/19,0,Information Security Least Privilege Requirement Analysis for SQL Database Backups,4.4303546
10.17265/1539-8080/2020.01.001,10.17265,1539-8080,journal-article,David Publishing Company,US-China Foreign Language,2020/3/19,0,A Study on the Improvement of Listening and Speaking Ability of Non-English Majors in the Information-Based Ecological Language Environment,3.8240283
10.22224/gistbok/2020.1.11,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/3/19,0,Classification and Clustering,4.4303546
10.22224/gistbok/2020.1.12,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/3/20,0,Kernels and Density Estimation,4.4303546
10.31838/jcr.07.02.55,10.31838,2394-5125,journal-article,SynthesisHub Advance Scientific Research,Journal of critical reviews,2020/3/21,0,DEVELOPING COMPETENCIES IN THE DEVELOPMENT OF INFORMATION AND COMMUNICATION TECHNOLOGIES,4.4303546
10.33622/0869-7019.2020.01.60-65,10.33622,0869-7019,journal-article,Izdatelstvo PGS,Promyshlennoe i Grazhdanskoe Stroitel'stvo,2020/3/24,0,Rational Choice of Information Form Converters for Automated Systems in Construction,4.4303546
10.18572/2071-1166-2020-1-62-65,10.18572,2071-1166,journal-article,The Publishing Group Jurist,Administrative law and procedure,2020/3/25,0,On the Procedure for Review of Cases on Acknowledgment of Information Prohibited for Distribution in the Russian Federation,2.6081603
10.32843/bses.49-6,10.32843,2524-0900,journal-article,Black Sea Research Institute of Economics and Innovation,Black Sea Economic Studies,2020/3/25,11,INFORMATION AND INNOVATION FUNDAMENTALS OF RURAL TOURISM DEVELOPMENT IN THE NEW ECONOMY,3.8240283
10.32843/bses.49-14,10.32843,2524-0900,journal-article,Black Sea Research Institute of Economics and Innovation,Black Sea Economic Studies,2020/3/25,9,ORGANIZATION OF FINANCIAL RELATIONSHIPS OF ENTERPRISES IN THE INFORMATION SOCIETY,3.8240283
10.32843/bses.49-30,10.32843,2524-0900,journal-article,Black Sea Research Institute of Economics and Innovation,Black Sea Economic Studies,2020/3/25,7,SPATIAL DISORIENTATION OF INFORMATION FLOWS AS A CAUSE OF DEFECTS IN THE ACCOUNTING SYSTEM,3.8240283
10.5296/ijafr.v10i1.16451,10.5296,2162-3082,journal-article,"Macrothink Institute, Inc.",International Journal of Accounting and Financial Reporting,2020/3/26,0,The Tax Reduction and Information Quality in Tunisian Companies,4.4303546
10.29040/ijebar.v3i04.693,10.29040,2614-1280,journal-article,STIE AAS Surakarta,"International Journal of Economics, Business and Accounting Research (IJEBAR)",2020/3/26,0,"EFFECT OF LEADERSHIP, PROFESSIONALISM APPARATUS, INFORMATION TECHNOLOGY AND BUDGETING PROGRAM EFFECTIVENESS OF DIRECTORATE GENERAL OF SMALL AND MEDIUM MINISTRY OF INDUSTRY",3.8240283
10.14445/23942703/ijhss-v7i1p104,10.14445,2394-2703,journal-article,Seventh Sense Research Group Journals,International Journal of Humanities and Social Science,2020/3/27,0,INFLUENCE OF SOURCES OF INFORMATION ON SAFE SEX PRACTICES AMONG ADOLESCENTS IN NIGERIA,3.8240283
10.14445/23939141/ijmca-v7i1p101,10.14445,2393-9141,journal-article,Seventh Sense Research Group Journals,International Journal of Mobile Computing and Application,2020/3/28,0,Information Organization of a Flexible Manufacturing based on System Modelling Approach,3.8240283
10.31838/ijccts/08.01.06,10.31838,2278-9723,journal-article,SynthesisHub Advance Scientific Research,International Journal of Communication and Computer Technologies,2020/3/30,0,Evaluating the Efficacy of Using Computerized Shifting Information Systems (NCSIS) in organizations – Towards Effective and Computer Technology-Based Administration,3.8240283
